index,選挙区名,議員氏名,twitter_id,twitter_name,twitter_follower,twitter_follow,youtube_id,youtube_name,youtube_follower,youtube_video_num,home_page_url,生年月日,性別,任期満了,読み方,会派,当選回数,＜正字＞,,
26,大阪19,伊東 信久,@nobuhisaito11,いとう信久 【衆議院議員 日本維新の会】,2248,798,@user-wk7qc5vy7c,伊東信久チャンネル,20,14,https://n-ito.jp/,1964年1月4日,１,,いとう のぶひさ,維新,3,,,
27,北海道7,伊東 良孝,,,,,@user-et2sn9ym7p,伊東よしたか青年部,80,0,https://ito-yoshitaka.com/,1948年11月24日,１,,いとう よしたか,自民,5,,,
28,福井1,稲田 朋美,@dento_to_souzo,稲田朋美,47000,205,@Inada_Tomomi,稲田朋美のトンちゃんねる,921,26,https://www.inada-tomomi.com/,1959年2月20日,２,,いなだ ともみ,自民,6,,,
29,北海道10,稲津 久,@InatsuHisashi,いなつ久【北海道10区】,9841,1684,@inatsuchannel,衆議院議員 いなつ久,4240,68,https://inatsu.com/,1958年2月9日,１,,いなつ ひさし,公明,5,,,
30,群馬2,井野 俊郎,@OlHtpHMOe6pxi7i,井野としろう,763,2,,,,,https://www.inooffice.jp/,1980年1月8日,１,,いの としろう,自民,4,,,
31,東京25,井上 信治,@isinewave,INOUE Shinji(sine_wave),,,@inoueshinji,井上信治,93,5,http://www.inoue-s.jp/,1969年10月7日,1,,いのうえ しんじ,自民,7,,,
32,福岡1,井上 貴博,,,,,,,,,https://inouetakahiro.jp/,1962年4月2日,1,,いのうえ たかひろ,自民,4,,,
33,大阪1,井上 英孝,@hidetaka_i,衆議院議員井上英孝事務所,1230,476,@user-px6ei9bw5l,井上ひでたか,52,132,https://www.hidetaka-inoue.com/,1971年10月25日,1,,いのうえ ひでたか,維新,4,,,
34,静岡2,井林 辰憲,@T_Ibayashi,井林たつのり,3609,350,@user-qv6vh2hf6c,井林辰憲,73,55,http://t-ibayashi.com/,1976年7月18日,1,,いばやし たつのり,自民,4,,,
35,愛媛3,井原 巧,@ihara_takumi,井原たくみ＠自民党衆議院愛媛県第3選挙区支部長（新居浜、西条、四国中央）,248,25,@user-cw2sh4xc5v,山本順三・井原たくみ応援チャンネル,148,105,https://www.ihara-takumi.com/,1963年11月13日,1,,いはら たくみ,自民,1,,,
36,愛知14,今枝 宗一郎,@imaeda_soichiro,今枝宗一郎（文科副大臣/スタートアップ議連・MaaS・CASE推進議連事務局長/衆院議員愛知14区）,11000,3594,@user-ki7zs9oi8h,今枝宗一郎チャンネル,1050,114,https://www.imaeda-sou.com/,1984年2月18日,1,,いまえだ そういちろう,自民,4,,,
37,大阪13,岩谷 良平,@Iwatani_Ryohei,岩谷良平 日本維新の会 副幹事長•衆議院議員（東大阪市選出）,4521,1263,@user-hx5ux1mg2v,【公式】日本維新の会　岩谷良平,163,65,https://r-iwatani.com/,1980年6月7日,1,,いわたに りょうへい,維新,1,,,
38,大分3,岩屋 毅,,,,,@TAKESHICHANNEL,TAKESHI-CHANNEL,336,43,https://t-iwaya.com/,1957年8月24日,1,,いわや たけし,自民,9,,,
39,富山2,上田 英俊,,,,,@user-kl5zw7vi3e,上田英俊 チャンネル,36,4,https://ueda-eishun.com/,1965年1月22日,1,,うえだ えいしゅん,自民,1,,,
40,滋賀2,上野 賢一郎,@Ueno_Kenichiro,上野賢一郎,5426,2236,@UenoKenichiro,上野賢一郎,125,24,http://news.uenokenichiro.jp/,1965年8月3日,1,,うえの けんいちろう,自民,5,,,
41,新潟6,梅谷 守,@umetani_m,うめたに 守,1576,1029,,,,,https://www.umetani.net/,1973年12月9日,1,,うめたに まもる,立憲,1,,,
42,大阪15,浦野 靖人,@uranoyasuto,浦野靖人 衆議院大阪15区（日本維新の会）,6724,142,@uranoyasutooffice,うらの靖人チャンネル,28,194,https://www.uranoyasuto.net/,1973年4月4日,1,,うらの やすと,維新,4,,,
43,大阪8,漆間 譲司,@urumageorge,うるま譲司(衆議院議員/日本維新の会/大阪8区）,2843,956,,,,,https://uruma.osaka.jp/,1974年9月14日,1,,うるま じょうじ,維新,1,,,
44,愛知10,江崎 鐵磨,@Tetsuma770,江﨑てつま事務所,32,6,,,,,https://tetsuma-net.com/,1943年9月17日,1,,えさき てつま,自民,8,,,
45,神奈川8,江田 憲司,@edaoffice,江田憲司事務所（衆議院議員）,20400,118,@edakenjiTV,eda kenjiTV,724,99,http://www.eda-k.net/,1956年4月28日,1,,えだ けんじ,立憲,7,,,
46,埼玉5,枝野 幸男,@edanoyukio0531,枝野幸男 #立憲民主党 #埼玉5区 衆議院議員,179500,699,@user-oy5eb8rl7v,枝野幸男,3450,116,https://www.edano.gr.jp/,1964年5月31日,1,,えだの ゆきお,立憲,10,,,
47,青森1,江渡 聡徳,@ETO_Akinori,江渡あきのり,2879,33,@user-nr6ip4ls9t,江渡あきのりチャンネル,49,9,http://eto-akinori.jp/,1955年10月12日,1,,えと あきのり,自民,8,,,
48,大分2,衛藤 征士郎,@etoseishiro,衛藤征士郎,8809,182,@SeishiroEto,SeishiroEto,589,893,https://www.seishiro.jp/,1941年4月29日,1,,えとう せいしろう,自民,13,,,
49,宮崎2,江藤 拓,@etoh_taku,江藤　拓,652,43,,,,,https://eto-taku.jp/,1960年7月1日,1,,えとう たく,自民,7,,,
50,千葉5,英利アルフィヤ,@eri_arfiya,英利 アルフィヤ,232000,1703,@user-vx3gm8bu8i,えりアルフィヤ,820,39,https://eri-arfiya.jp/,1988年10月16日,2,,えり あるふぃや,自民,1,,,
51,大阪18,遠藤 敬,,,,,,,,,https://o-ishin.jp/member/detail/endo_takashi.html,1968年6月6日,1,,えんどう たかし,維新,4,,,
52,山形1,遠藤 利明,@team_toshiaki,えんどう利明（遠藤利明）（自民党山形1区）,1408,49,,,,,https://e-toshiaki.jp/,1950年1月17日,1,,えんどう としあき,自民,9,,,
53,滋賀1,大岡 敏孝,@OookaToshitaka,大岡としたか　(自民党衆議院　滋賀1区),1335,1500,@jiminshiga1,大岡としたかチャンネル,179,66,https://oooka.com/,1972年4月16日,1,,おおおか としたか,自民,4,,,
54,佐賀2,大串 博志,@OogushiHiroshi,大串ひろし｜衆議院議員｜立憲民主党,10600,364,@oogushihiroshi,大串ひろしのグッシーTV [公式],628,247,https://lit.link/oogushi,1965年8月31日,1,,おおぐし ひろし,立憲,6,,,
55,北海道8,逢坂 誠二,@seiji_ohsaka,逢坂誠二 立憲民主党,75100,16400,@user-hu2sp2qu9c,逢坂誠二,482,178,https://ohsaka.jp/,1959年4月24日,1,,おおさか せいじ,立憲,5,,,
56,埼玉6,大島 敦,,,,,,,,,https://oshimaatsushi.com/,1956年12月21日,1,,おおしま あつし,立憲,8,,,
57,埼玉9,大塚 拓,@otsukataku,大塚　拓,762,7,,,,,https://otsukataku.jp/,1973年6月14日,1,,おおつか たく,自民,5,,,
58,愛知13,大西 健介,@oniken0024,大西健介,4948,446,@YouTubeTV-qv9mt,YouTubeチャンネル　【オニケンTV 】　衆議院議員 おおにし健介,125,50,https://www.oniken-web.jp/,1971年4月13日,1,,おおにし けんすけ,立憲,5,,,
59,東京16,大西 英男,@0024hideo,大西英男,6028,51,@0024hideo,大西英男,78,139,http://onishi-hideo.homepe.net/,1946年8月28日,1,,おおにし ひでお,自民,4,,,
60,香川3,大野 敬太郎,@keitaro_ohno,大野敬太郎,2848,276,,,,,https://keitaro-ohno.com/,1968年11月1日,1,,おおの けいたろう,自民,4,,,
61,三重3,岡田 克也,@okada_katsuya,岡田かつや,25900,0,@KatsuyaOkada,岡田 かつや,3490,959,https://www.katsuya.net/,1953年7月14日,1,,おかだ かつや,立憲,11,,,
62,福岡9,緒方 林太郎,,,,,,,,,https://www.rinta.jp/,1973年1月8日,1,,おがた りんたろう,有志,3,,,
63,東京12,岡本 三成,@okamoto3nari,岡本みつなり（元財務副大臣、衆議院議員),25000,3548,,,,,https://www.m-okamoto.jp/,1965年5月5日,1,,おかもと みつなり,公明,4,,,
64,香川1,小川 淳也,@junyaog,小川淳也｜衆議院議員（香川１区） 🚲,86500,957,@ogajun_kirinuki,小川淳也【総理への道】切り抜き,22000,1100,https://lit.link/junya418kirinuki,1971年4月18日,1,,おがわ じゅんや,立憲,6,,,
65,大阪7,奥下 剛光,@okutake10,奥下たけみつ　日本維新の会　衆議院大阪7区(吹田市、摂津市),1788,528,,,,,https://okushita.net/,1975年10月4日,1,,おくした たけみつ,維新,1,,,
66,千葉9,奥野 総一郎,@sokuno2,おくの総一郎＠千葉9区衆院選候補　#ともに変えよう,3209,1933,@user-iu2lm6wd4r,おくの総一郎,35,16,https://s-okuno.jp/,1964年7月15日,1,,おくの そういちろう,立憲,5,,,
67,福島4,小熊 慎司,@oguma_shinji,小熊慎司(衆議院議員),45000,49600,@user-bl3gt8ts8n,小熊慎司 公式チャンネル,252,74,http://oguma-s.com/,1968年6月16日,1,,おぐま しんじ,立憲,4,,,
68,東京23,小倉 將信,@masanobu_ogura,小倉まさのぶ（衆議院議員）,20600,279,,,,,https://ogura-m.jp/,1981年5月30日,1,,おぐら まさのぶ,自民,4,,,
69,高知2,尾崎 正直,@masaozaki,尾﨑正直,7642,308,,,,,https://ozakimasanao.jp/,1967年9月14日,1,,おざき まさなお,自民,1,,,
70,東京21,小田原 潔,@odawarakiyoshi,小田原きよし,8357,1708,@officeodawara,小田原きよし,70,41,https://odawarakiyoshi.jp/,1964年5月23日,1,,おだわら きよし,自民,4,,,
71,東京6,落合 貴之,@ochiaitakayuki,落合貴之（衆議院議員 東京6区 世田谷),8137,182,@yourteamSETAGAYA,落合貴之公式チャンネル,522,121,https://www.ochiaitakayuki.com/,1979年8月17日,1,,おちあい たかゆき,立憲,3,,,
72,福岡2,鬼木 誠,@onikidon,鬼木　誠,10000,581,@onikidon,おにき誠TV　自民党福岡2区,1280,129,https://www.onikidon.com/,1963年12月7日,1,,おにき まこと,自民,4,,,
73,宮城6,小野寺 五典,@itsunori510,小野寺 五典,159315,10,,,,,https://www.itsunori.com/,1960年5月5日,1,,おのでら いつのり,自民,8,,,
74,群馬5,小渕 優子,,,,,,,,,https://www.obuchiyuko.com/,1973年12月11日,2,,おぶち ゆうこ,自民,8,,,
75,東京15,柿沢 未途,@310kakizawa,柿沢未途 衆議院議員（江東区・東京15区） 自由民主党,33000,3089,@310kakizawa,かきみとチャンネル:衆議院議員 柿沢未途,1080,160,https://www.310kakizawa.jp/,1971年1月21日,1,,かきざわ みと,自民,5,,,
76,茨城4,梶山 弘志,@kajiyamahiroshi,梶山ひろし,6135,41,@kajiyamahiroshi,kajiyamahiroshi,126,80,https://kajiyama-office.com/,1955年10月18日,1,,かじやま ひろし,自民,8,,,
77,静岡6,勝俣 孝明,@takaaki_katsu,かつまた孝明,1511,4,@tkatsumatacom,勝俣孝明,69,17,https://www.t-katsumata.com/,1976年4月7日,1,,かつまた たかあき,自民,4,,,
78,京都1,勝目 康,@KatsumeYasushi,勝目やすし,1645,539,,,,,https://www.katsumeyasushi.com/,1974年5月17日,1,,かつめ やすし,自民,1,,,
79,山形3,加藤 鮎子,@katoayuko_and_s,加藤 鮎子,3107,171,@user-ql2vs5um8m,かとう鮎子,461,41,https://kato-ayuko.net/,1979年4月19日,2,,かとう あゆこ,自民,3,,,
80,岡山5,加藤 勝信,@KatsunobuKato1,加藤勝信,25900,323,@katokatsunobu,勝信TV,979,50,https://katokatsunobu.net/,1955年11月22日,1,,かとう かつのぶ,自民,7,,,
81,長崎2,加藤 竜祥,@Katoryusho,加藤竜祥,493,63,,,,,https://katoryusho.com/,1980年2月10日,1,,かとう りゅうしょう,自民,1,,,
82,福島1,金子 恵美,@kanekomegumioff,金子恵美オフィシャル,5365,7,@kanekomegumichannel,金子恵美チャンネル,791,24,https://kaneko-emi.com/,1978年2月27日,2,,かねこ えみ,立憲,3,,,
83,岐阜4,金子 俊平,@kanekosyunpei,金子俊平（衆議院議員／岐阜４区）,1351,92,,,,,https://www.kanekosyunpei.com/,1978年5月28日,1,,かねこ しゅんぺい,自民,2,,,
84,熊本4,金子 恭之,@nekotanchan,金子恭之,10200,522,@kanekoyasushi,kanekoyasushi,93,6,http://www.kaneko-yasushi.com/,1961年2月27日,1,,かねこ やすし,自民,8,,,
85,宮城2,鎌田 さゆり,@sayu4018,鎌田さゆり,12100,1269,@user-je3mp1py2f,かまチャンネル(鎌田さゆり),218,25,https://kamatasayuri.jp/,1965年1月8日,2,,かまた さゆり,立憲,3,,,
86,静岡1,上川 陽子,@Kamikawa_Yoko,上川 陽子　KAMIKAWA Yoko,20000,234,,,,,https://www.kamikawayoko.net/,1953年3月1日,2,,かみかわ ようこ,自民,7,,,
87,三重2,川崎 ひでと,@kawasaki_hideto,川崎ひでと |衆議院議員|自民党三重2区🇯🇵,1870,844,,,,,https://lit.link/kawasakihideto,1981年11月4日,1,,かわさき ひでと,自民,1,,,
88,東京18,菅 直人,@NaotoKan,菅直人 衆議院議員,84300,8,@user-td9bl1cv4j,菅直人事務所,238,28,https://n-kan.jp/,1946年10月10日,1,,かん なおと,立憲,14,,,
89,愛知5,神田 憲次,@kanda_kenji_,神田けんじ,2168,1929,,,,,,1963年2月19日,1,,かんだ けんじ,自民,4,,,
90,青森2,神田 潤一,@Jun1CanDo,神田潤一（衆議院議員、内閣府大臣政務官）,3524,364,@user-gi8ct7eu8e,じゅんチャンネル,413,34,https://jun1.jp/,1970年9月27日,1,,かんだ じゅんいち,自民,1,,,
91,福岡10,城井 崇,@kiitakashi,きいたかし(城井崇),6741,1371,@user-je8fm4fg7w,きいちゃんねる,200,267,https://kiitaka.net/,1973年6月23日,1,,きい たかし,立憲,4,,,
92,静岡7,城内 実,@minoru_kiuchi,城内実 (Kiuchi Minoru),24300,54,@kiuchichannel,城内実チャンネル,7800,66,https://www.m-kiuchi.com/,1965年4月19日,1,,きうち みのる,自民,6,,,
93,埼玉3,黄川田 仁志,@kikawadahitoshi,きかわだひとし（黄川田仁志）埼玉3区,10400,57,@kikawadahitoshi,きかわだひとし,388,73,http://www.kikawadahitoshi.jp/,1970年10月13日,1,,きかわだ ひとし,自民,4,,,
94,新潟4,菊田 真紀子,@kikuta_official,菊田まきこ,5308,352,@user-vr6sw7yd7y,菊田真紀子,144,93,https://kikuta-makiko.net/,1969年10月24日,2,,きくた まきこ,立憲,7,,,
95,山口2,岸 信千世,@KishiNobuo,岸 信夫,265400,203,@user-dk2bw5fq3k,岸信夫【公式チャンネル】,1430,10,,1959年4月1日,1,,きし のぶちよ,自民,1,,,
96,広島1,岸田 文雄,@kishida230,岸田文雄,742000,467,@kishidafumio230,岸田文雄,20800,339,https://kishida.gr.jp/,1957年7月29日,1,,きしだ ふみお,自民,10,,,
97,京都4,北神 圭朗,@kitagamikeiro,北神圭朗（北神けいろう）京都４区,6447,4819,@keirou.kitagami,北神けいろう の 正心誠意,3470,265,https://www.kitagami.gr.jp/,1967年2月1日,1,,きたがみ けいろう,有志,4,,,
98,大阪16,北側 一雄,@kitagawa_kazuo,大阪16区 北がわ一雄(堺市堺区・堺市東区・堺市北区),14900,494,@kitagawachannel_sakai,衆議院議員 北がわ一雄 チャンネル,3160,95,https://kitagawa-sakai.jp/,1953年3月2日,1,,きたがわ かずお,公明,10,,,
99,東京20,木原 誠二,@kihara_seiji,木原　誠二,27100,331,@kiharaseiji,自民党 木原誠二,766,62,https://kiharaseiji.com/,1970年6月8日,1,,きはら せいじ,自民,5,,,
100,熊本1,木原 稔,@kihara_minoru,木原みのる(木原稔),23400,222,@kiharaminoruTV,木原みのるTV,383,41,https://kiharaminoru.jp/,1969年8月12日,1,,きはら みのる,自民,5,,,
101,青森3,木村 次郎,@jiro_kimura_,木村次郎,810,30,,,,,https://www.jiro-k.jp/,1967年12月16日,1,,きむら じろう,自民,2,,,
102,大分1,吉良 州司,,,,,@kirashuji,吉良州司,115,52,https://kirashuji.com/,1958年3月16日,1,,きら しゅうじ,有志,6,,,
103,愛知4,工藤 彰三,,,,,,,,,https://www.kudoshozo.com/,1964年12月8日,1,,くどう しょうぞう,自民,4,,,
104,大阪5,國重 徹,@ToruKunishige,国重とおる（大阪５区）,15300,115,,,,,https://kunishige-toru.com/,1974年11月23日,1,,くにしげ とおる,公明,4,,,
105,茨城6,国光 あやの,@ayano_kunimitsu,国光あやの,3493,461,@user-iq9wu6pr7z,衆議院議員国光あやのチャンネル,425,98,https://kunimitsu-ayano.jp/,1979年3月20日,2,,くにみつ あやの,自民,2,,,
106,愛知1,熊田 裕通,@kumada_aichi1,くまだ裕通【公式】愛知1区(名古屋市東区・北区・西区・中区)自民党衆議院議員,664,48,@user-nd5dr9qn5e,くまだ裕通【公式】愛知1区(名古屋市東区・北区・西区・中区)自民党衆議院議員,54,40,https://www.kumada-hiromichi.com/,1964年8月28日,1,,くまだ ひろみち,自民,4,,,
107,福島3,玄葉 光一郎,,,,,,,,,http://www.kgemba.com/,1964年5月20日,1,,げんば こういちろう,立憲,10,,,
108,静岡8,源馬 謙太郎,@gemmakentaro,源馬謙太郎（げんまけんたろう）🏝衆議院議員｜静岡8区（浜松市中区・東区・南区）,7529,1281,,,,,https://gemma-kentaro.com/,1972年12月21日,1,,げんま けんたろう,立憲,2,,,
109,神奈川11,小泉 進次郎,@shinjirokoiz,Shinjiro Koizumi,16800,107,,,,,https://shinjiro.info/,1981年4月14日,1,,こいずみ しんじろう,自民,5,,アメブロ,https://ameblo.jp/koizumi-shinjiro/
110,埼玉11,小泉 龍司,,,,,@user-md3yw8gr8m,小泉りゅうじチャンネル,118,32,https://www.ryuji.org/,1952年9月17日,1,,こいずみ りゅうじ,自民,7,,,
111,神奈川15,河野 太郎,@konotarogomame,河野太郎,2600000,811,@KonoTaroGomame,KonoTaroGomame,178000,83,https://www.taro.org/,1963年1月10日,1,,こうの たろう,自民,9,,,
112,山口1,高村 正大,,,,,,,,,https://www.komura-masahiro.jp/,1970年11月14日,1,,こうむら まさひろ,自民,2,,,
113,福岡3,古賀 篤,@kogaatsushi,古賀 篤 (古賀あつし),3814,38,@user-ef4cz5ws7e,衆議院議員 古賀あつしチャンネル,201,27,https://kogaatsushi.com/,1972年7月14日,1,,こが あつし,自民,4,,,
114,滋賀4,小寺 裕雄,,,,,,,,,https://koterahiroo.net/,1960年9月18日,1,,こてら ひろお,自民,2,,,
115,長野4,後藤 茂之,@Goto_Shigeyuki,後藤しげゆき（事務所）,1089,189,,,,,https://www.510.to/,1955年12月9日,1,,ごとう しげゆき,自民,7,,,
116,神奈川16,後藤 祐一,@yuichi510510,ごとう祐一・立憲民主党,2706,56,@user-wo1sk7kp8u,ごとう祐一　公式チャンネル,60,24,https://www.jitsugen.jp/,1969年3月25日,1,,ごとう ゆういち,立憲,5,,,
117,千葉2,小林 鷹之,@kobahawk,小林鷹之,46900,245,@kobahawkchannel,たかゆきチャンネル,968,96,https://kobayashi-takayuki.jp/,1974年11月29日,1,,こばやし たかゆき,自民,4,,,
118,広島7,小林 史明,@kb2474,小林史明（衆議院議員/広島7区/福山市）,24977,1555,@fumiaki5884,衆議院議員 小林史明,889,95,https://fumiaki-kobayashi.jp/,1983年4月8日,1,,こばやし ふみあき,自民,4,,,
119,石川1,小森 卓郎,@takuokomori_1,小森卓郎（こもりたくお）　衆議院議員石川1区,154,18,@user-re5ez2jf7q,小森たくお,29,6,https://komoritakuo.jp/,1970年5月21日,1,,こもり たくお,自民,1,,,
120,静岡3,小山 展弘,@n_koyama1,小山展弘,3174,6129,@user-hj6wn2jy5x,小山展弘,89,170,https://www.n-koyama.com/,1970年5月21日,1,,こやま のぶひろ,立憲,3,,,
121,愛知3,近藤 昭一,@kondo_shoichi,近藤昭一(衆議院議員・愛知3区・立憲民主党),4711,640,@user-mc4iv7yh6r,こんちゃんチャンネル,128,119,https://www.kon-chan.org/,1958年5月26日,1,,こんどう しょういち,立憲,9,,,
122,千葉7,齋藤 健,@saitou_ken,さいとう犬,4544,71,@user-ii1mo4rc2t,さいとう犬,281,20,https://saito-ken.jp/,1959年6月14日,1,,さいとう けん,自民,5,,,
123,広島3,斉藤 鉄夫,@saitotetsuo,斉藤てつお (衆議院議員 党広島3区総支部長),18500,2246,@3110tetsuo,斉藤てつおチャンネル,4080,111,https://www.saitotetsuo.com/,1952年2月5日,1,,さいとう てつお,公明,10,,,
124,新潟3,斎藤 洋明,@saito_hiroaki_,さいとう洋明,3562,1295,,,,,http://www.saitoh-hiroaki.jp/,1976年12月8日,1,,さいとう ひろあき,自民,4,,,
125,神奈川5,坂井 学,@sakai_manabu,さかい学（坂井 学）,4817,78,@sakaimanabu,【公式】さかい学チャンネル,360,225,https://sakaimanabu.com/,1965年9月4日,1,,さかい まなぶ,自民,5,,,
126,熊本3,坂本 哲志,,,,,@tesakamoto9486,te sakamoto,7,1,https://tetusi.com/,1950年11月6日,1,,さかもと てつし,自民,7,,,
127,群馬3,笹川 博義,,,,,@user-mh4ij6ww9t,笹川ひろよし公式チャンネル,19,15,https://www.sasagawa-hiroyoshi.com/,1966年8月29日,1,,ささがわ ひろよし,自民,4,,,
128,石川2,佐々木 紀,@hajime24331,佐々木紀（ささきはじめ）,5341,63,,,,,https://sasaki-hajime.jp/,1974年10月18日,1,,ささき はじめ,自民,4,,,
129,広島6,佐藤 公治,@kouji_satou,佐藤こうじ,2569,403,@user-ev7ut1kc6i,こうじさとう,27,5,https://satoukouji.com/,1959年7月28日,１,,さとう こうじ,立憲,4,,,
130,大阪3,佐藤 茂樹,@shigeki3468,佐藤しげき,9573,71,,,,,http://sato-shigeki.com/,1959年6月8日,1,,さとう しげき,公明,10,,,
131,栃木4,佐藤 勉,@satotsutomu310,さとう勉事務所,297,13,,,,,https://www.satoben.jp/,1952年6月20日,1,,さとう つとむ,自民,9,,,
132,愛媛1,塩崎 彰久,@AkihisaShiozaki,塩崎あきひさ 【衆議院議員・愛媛1区】,11006,1577,,,,,https://akihisa-shiozaki.jp/,1976年9月9日,1,,しおざき あきひさ,自民,1,,,
133,愛知12,重徳 和彦,@shigetoku2,重徳和彦(しげとく和彦)/衆議院議員,5366,3327,@shigetokukazuhiko,shigetokukazuhiko,88,46,https://shigetoku.sainohito.com/,1970年12月21日,１,,しげとく かずひこ,立憲,4,,,
134,岩手1,階 猛,,,,,@ShinaTV,しなたけしチャンネル,345,159,https://shina.jp/a/,1966年10月7日,1,,しな たけし,立憲,6,,,
135,神奈川1,篠原 豪,@go_shinohara,神奈川1区 衆議院議員 しのはら豪(Let’sGO！) 篠原豪,4434,509,,,,,https://lets-go-yokohama.jp/,1975年2月12日,１,,しのはら ごう,立憲,3,,,
